SMILES,luciferase_artifact,pac50_cyp1a2,pac50_cyp2c9,pac50_cyp2d6,pac50_cyp3a4
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(C)C,False,4.760030197409634,,,
C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F,False,4.148864616843579,,,
CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)OCOC(=O)C(C)(C)C)C,False,,4.434310940253124,,
CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,False,4.395333393952827,5.295334814545471,4.395333393952827,4.995334766752123
CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,False,4.473688554462331,5.323689448069398,,4.657966182107231
C1=CC(=CC(=C1)O)O,False,,,,5.110031956768376
CC(=O)OC1=CC=CC(=C1)O,False,4.460029874171644,,,
CC1=C(C(=C(C=C1Br)Br)OC)Br,False,5.4488672992713925,,,
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,True,5.060031709448664,,,
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,False,4.510030276850633,,5.810032701648728,
CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,False,,4.460029874171644,4.660030100046487,
C1=CC=C2C(=C1)C(=O)C3=C(C=C(C(=C3C2=O)N)S(=O)(=O)[O-])Br.[Na+],False,5.638820098186399,4.888821529782301,,4.488821435809273
C1C2CNCC1C3=CC4=NC=CN=C4C=C23.Cl,False,,,,4.560029756289291
CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,False,4.348864512263225,4.3988649544426,4.198864633756791,
CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,False,4.396045698228537,,4.421045649826436,4.248864914695038
CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,False,4.648864911118024,4.648864911118024,,
COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,False,4.860029658404407,,,
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3,False,4.525046935085021,,,
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,False,,,6.010016541698601,
C(CC(=O)O)C(=O)C(=O)O,False,,,4.148864616843579,
CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,True,4.4977362054511065,4.538458847706149,4.41688741312235,
CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O,False,,,6.609948503541013,
C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,True,,,4.810029897405945,4.610029886099158
C1=CC(=C(C=C1[N+](=O)[O-])N)N,True,4.298864737240988,4.298864794099696,4.148864616843579,4.448864857638396
CCCCSP(=O)(SCCCC)SCCCC,False,4.878872271330096,5.278871931965105,4.268015393487422,4.532500002656883
C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-].O.[Na+].[Na+],False,4.224169002425182,4.499574145995192,,
CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2,False,,4.648864911118024,4.448864857638396,
CCCCCCCCCCCC(=O)NCCCN(C)C,False,4.448864857638396,4.148864616843579,4.848866210191896,4.448864857638396
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,False,,,4.2763017983070055,
C=CCC1=CC2=C(C=C1)OCO2,False,4.497804059032973,,,
C1=CC=C(C(=C1)C(=O)N)O,False,4.330139698370941,,,
C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,True,4.921264134092662,5.071266266998158,4.871264800032603,4.921264134092662
CS(=O)(=O)NC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],False,,4.731413557932756,,
CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2,True,4.948862919408721,4.898864942667959,4.448864857638396,
C(#N)[S-].[K+],False,4.456718119372389,,,
C1=CC2=C(C(=C1)O)N=CC=C2.C1=CC2=C(C(=C1)O)N=CC=C2.OS(=O)(=O)O,False,4.472046753905612,,,
CC(=O)[O-].[Na+],False,4.715696753116054,,,
C1(=O)[N-]C(=O)N(C(=O)N1Cl)Cl.[Na+],False,4.287452150687937,,,
O=[Cr]O[Cr]=O,False,,,5.288690597427135,
CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=CC=C2.CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=CC=C2.C(CS(=O)(=O)O)S(=O)(=O)O,False,,,5.8600265120155415,5.410028070483141
CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl,False,4.860029658404407,,5.26003230324049,
C1=CC=C(C=C1)C2=CC=CC=C2[O-].O.O.O.O.[Na+],False,4.724186910158893,4.538342431107913,4.461326941348588,
CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.O.O.O.[Na+],False,4.074298662163896,4.124298768766053,,
CCN(CC)C(=S)[S-].O.O.O.[Na+],False,4.200107684609136,4.2501077668187195,,4.20135073546148
C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,False,4.810029897405945,5.560036064079095,6.410050398674292,6.110026361596004
CC(COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,False,5.148864004988426,4.798865170407076,,
[B-](F)(F)(F)F.[K+],False,4.392526747522998,,,4.392526747522998
C(CCCCC(=O)O)CCCC(=O)O,False,4.148864616843579,,,
CC1=C(C(CCC1)(C)C)CCC(=O)C,False,4.3988649544426,4.498865393540615,,4.998863636444484
CCC(C)C1=NC=CN=C1OC,False,4.348864512263225,,,
CC(=O)C1=NC=CS1,False,4.433504762852709,4.433504762852709,,
CCC(C)C(=O)OCCC1=CC=CC=C1,True,,,4.498865393540615,
CCCCCCC(C)(C)S,False,4.400845919230758,4.195333870479099,,4.54533346591136
CCNC1=NC(=NC(=N1)Cl)NCC,False,4.94674480004716,,4.49861753473966,
CC(C)(C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl)OC2=CC=C(C=C2)Cl,False,,5.310025555333226,,
CC(C)NCCCC1(C2=CC=CC=C2C3=CC=CC=C31)C(=O)N,False,,4.610029886099158,5.610036963564112,5.110031956768376
CC1=CC=C(C=C1)S(=O)(=O)O.O,False,,,4.342583660188519,
CC1=CC(=CC=C1)N.Cl,False,4.397449532974095,4.997449509344714,4.647448970518927,5.247452208538698
C1=CC(=C(C(=C1)Cl)S(=O)(=O)Cl)Cl,False,,,4.548123031953393,
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],False,4.440146209023875,,4.451706419794678,
C(C(C(=O)O)O)C(=O)O,False,4.448864857638396,,,
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,False,,,6.110026361596004,
CC1=C(C=CO1)SSC2=C(OC=C2)C,False,4.3988649544426,4.448864857638396,,
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,False,,5.060031709448664,6.659952682338607,5.410028070483141
CCCCOC(=O)/C=C\C(=O)OCCCC,False,5.134191535079097,4.434193488472551,,
CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,True,4.747096021259331,4.547096272606305,,
C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,True,5.029447438088548,4.829448522669967,,
COC1=CC(=O)OC(=C1)/C=C/C2=CC=CC=C2,True,5.283846349673046,4.483849514091133,,4.483849514091133
CC(=CCC/C(=C/C(=O)O)/C)C,False,,4.148864616843579,,
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,True,4.796923834546407,4.521923425236819,,4.421923281026816
COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,True,4.47209915044137,,4.172099243661339,4.47209915044137
COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,True,4.898864942667959,6.598944274228156,4.287452150687937,
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,True,5.370867967080167,4.395870623581374,4.170870539058322,4.945870487550009
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,True,4.130279973597913,4.4774321798971055,4.4059988224744275,4.45243175203324
CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,False,4.148864616843579,4.598864942530007,,4.679365666671531
CC1=CC(=O)OC2=C1C=CC(=C2)O,False,4.629447795475125,,,
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,True,5.209804199419695,4.500284056998402,4.584804284092798,4.550284076611865
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,False,,4.325820824484778,4.502777232936194,4.3988649544426
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,True,4.510030276850633,4.202431804519234,4.205998803245695,4.555998948175164
C(/C=C\Cl)Cl,False,4.3988649544426,,,
CCCCCCCCCCCCCCCCCC(=O)O,False,4.306118789647335,,,
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,False,,4.598687644770088,4.448864857638396,5.673689760130574
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\C(=O)O,False,,4.460029874171644,4.810029897405945,5.460033632003287
CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,False,5.510027465964983,,6.560036064079095,5.160031997995545
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C,False,,4.502330392445549,4.244630591397169,4.602330310039993
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=C\C(=O)O)\C(=O)O,True,,4.20135073546148,4.50135041526701,
CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O.C(=C\C(=O)O)\C(=O)O,False,,,5.548858579207237,
C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)\C(=O)O,False,,4.560029756289291,5.8600265120155415,6.26003230324049
CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O,False,,4.860029658404407,,5.910024277312271
CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,False,,6.709965388637482,,
CC(C)(C)C(C)([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl,False,,,5.701714714515916,5.3017080240555075
CN(C/C=C/C1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl,False,4.9100313379205005,4.860029658404407,6.010016541698601,
CCCCC/C=C\C=C\C(=O)OCC,False,4.430759559870364,4.680760652527927,4.180760177047292,4.780761370672574
CCC/C=C/C=O,False,4.148864616843579,4.098864931407043,,4.189005446476312
C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)OC)/C=C/C=C(\C)/C=C/C(=O)O,False,,,4.3988649544426,4.198864633756791
CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,False,,4.448864857638396,4.198864633756791,4.679365666671531
CC(=CCC/C(=C/CCC(=C)C=C)/C)C,False,4.845545593860436,4.771266091623863,,4.771266091623863
COC1=CC(=O)O[C@H](C1)/C=C/C2=CC=CC=C2,False,4.642526359492895,4.5925258141622045,,
COC1=CC(=O)O[C@H](C1)/C=C/C2=CC3=C(C=C2)OCO3,True,5.467615119496154,5.567624062460157,4.467621492917371,5.167618839752959
COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=O)O2)OC,True,5.088570709156885,,,
C[C@H]1CCCC(=O)CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1,False,4.924560492856658,5.224560669753226,4.26487397222972,6.824474252526162
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,True,5.998872299722965,4.948862919408721,4.198864633756791,4.798865170407076
C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,True,5.016888135500754,4.166887326900553,,4.616886892163749
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,True,4.475999418492199,6.650973227359703,,4.8912498338583275
C1=CC(=C(C=C1/C=C/C(=O)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/C2=CC(=C(C=C2)O)O)C(=O)O)O)O,False,,,4.6238137186901245,
C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O,False,4.560029756289291,4.810029897405945,,
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C(/C(F)(F)F)\Cl)C,False,4.441826829349802,5.0918260688074035,,
CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F,False,4.498865393540615,4.648864911118024,,
CC1(CN=C(NC1)NN=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F)C,False,4.848866210191896,4.698865786166042,4.898864942667959,
C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,False,4.710029980825098,,4.860029658404407,5.510027465964983
CC(=CCC/C(=C/COC=O)/C)C,False,4.448864857638396,,,
CC(=O)OC/C=C/C1=CC=CC=C1,False,4.498865393540615,4.198864633756791,,
C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3,False,,,4.560029756289291,
CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,False,4.810029897405945,6.659952682338607,4.510030276850633,6.060031709448664
C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C,False,4.510030276850633,,,
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,False,4.810029897405945,4.810029897405945,4.560029756289291,4.96003097313254
CCOC(=O)/C=C(\C)/C=C/C[C@@H](C)CCCC(C)C,False,4.448864857638396,4.748865707419434,4.298864798175959,4.548864726812244
CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)/C)C,False,,4.410030303250599,,4.460029874171644
CC(C1=CC=C(C=C1)/C=C/2\CCCCC2=O)C(=O)O,True,,,4.610029886099158,
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC,False,,5.060031709448664,,5.910024277312271
C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4.C(=C/C(=O)O)\C(=O)O,False,,,5.110031956768376,
CC(=CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C,False,,4.810029897405945,,
CC(=CCC/C(=C/CC/C(=C/C(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O)/C)/C)C,False,,5.410028070483141,4.9100313379205005,5.8600265120155415
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O,False,,,5.510027465964983,5.660032085297399
CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C(=C(C=C1C)OC)C)C,False,4.610029886099158,5.110031956768376,4.510030276850633,
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,True,4.197449292591688,4.447449801503656,4.197449292591688,4.497449983873096
CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,False,,,5.560036064079095,
CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,False,4.52858579409201,,4.860029658404407,
CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl.C(=C/C(=O)O)\C(=O)O,False,4.760030197409634,,5.510027465964983,6.360015751958412
CCCCCOC1=CC=CC=C1/C(=C\SC)/N2C=CN=C2,False,5.460033632003287,5.26003230324049,5.310025555333226,7.010105436281227
C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl.C(=C\C(=O)O)\C(=O)O,False,4.760030197409634,,,
CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,False,,,5.410028070483141,
C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC3=C(C(=O)C3=O)N,False,,,5.021267261926815,5.121265704962952
C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.[Ca+2],False,,4.8212647142114955,,
CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O.CS(=O)(=O)O,False,4.560029756289291,,,
CCOCCN1C(=NC2=CC=CC=C12)N3CCN(CCC3)C.C(=C/C(=O)O)\C(=O)O.C(=C/C(=O)O)\C(=O)O,False,,,5.110031956768376,
CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,False,,4.460029874171644,,5.510027465964983
C[C@@H](C(=O)N[C@@H](C)C(=O)NC1[C@H]2[C@@H]1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N.CS(=O)(=O)O,False,,,,4.860029658404407
CCCC/C=C/CCCCO,False,,4.148864616843579,,
CCCCCC/C=C/C=O,False,,4.198864633756791,,
CCCCCCC/C=C/C=O,False,4.198864633756791,4.148864616843579,4.3988649544426,
CCCCC/C=C/C=C/C=O,False,4.148864616843579,4.448864857638396,4.198864633756791,4.3988649544426
CCCCCCCC/C=C\CCCCCCCC(=O)N,False,4.448864857638396,,4.298864798175959,
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,False,,4.510030276850633,4.810029897405945,
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](CCC3=C)O)C,False,4.4027766526878445,4.502777232936194,,4.652777351645827
C1=CC=C(C=C1)C2=CC=C(C=C2)N.Cl,True,5.2488672255444015,4.898864942667959,4.448864857638396,4.698865786166042
O.O.[Cl-].[Cl-].[Ba+2],False,4.393226442014475,,4.993225996003138,
C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)C5=CC=C(C=C5)N=NC6=C(C=C(C=C6)N)N)N)O.[Na+].[Na+],True,4.739561287453338,4.739561287453338,4.789561082497471,
[Cl-].[Cl-].[Ca+2],False,,,4.892100118265424,
C1=CC(=CC=C1N)Cl.Cl,False,4.423864906040498,4.3988649544426,4.623865550480025,4.445993253446242
C[NH+](C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)[O-])\C(=O)O,False,,,5.273334732353479,
C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2N,True,4.997803689930005,4.697803320666659,,4.197803209322238
CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,False,4.832585181513856,,,5.421306942633056
CC(C)N(C(C)C)C(=O)SC/C(=C/Cl)/Cl,False,4.195686066796907,4.645685992213179,,4.851175319551471
C1CO[C@@H]([C@H](O1)Cl)Cl,False,,,4.5036922415651155,
COC1=CC(=C(C=C1)N)OC.Cl,False,4.715799446817324,4.815799912022525,5.9158170885795265,5.365804961792136
CC(C)(C)NC[C@@H](COC1=CC=CC2=C1CCCC2=O)O.Cl,False,,,4.810029897405945,
[Cl-].[Cl-].[Hg+2],True,5.224752997946794,6.324764537597666,5.849749957435298,5.574751543051736
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O,False,,,,4.664070949873212
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,False,4.301177896994833,4.726177143302426,4.448864857638396,5.098863295458348
C1=CC=C(C=C1)NC2=C(C=C(C=C2)NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)[O-].[Na+],False,,4.448864857638396,,
C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,False,,,5.96003097313254,
CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,False,4.196571812876758,4.671571951859134,6.3466127878391365,
CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO,False,,4.506497336774836,,4.65649687618937
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,False,,,6.65286521708998,
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O,True,4.804093556077624,4.654093162860498,4.19815672930734,4.654092901115808
C1=CC=C(C=C1)/C=C/[N+](=O)[O-],True,4.84534648875478,4.4953463416999435,,4.770346208996745
COP(=O)(OC)O/C(=C\Cl)/C1=CC(=C(C=C1Cl)Cl)Cl,False,5.648861041418151,4.3988649544426,4.298864798175959,
C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,False,,4.95384834897154,4.403848422089826,5.9538561592507735
CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3.O.Cl,False,,,5.726882931513258,
CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],False,4.498865393540615,4.798865170407076,4.198864633756791,4.495992904343289
CCCCCCCC/C=C\CCCCCCCCO,False,4.5492198987067605,,,
CC/C=C/CCO,False,4.391128593646096,,,
CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,False,4.498865393540615,4.3988649544426,4.198864633756791,4.3988649544426
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C,False,,5.254444853266738,4.230563590258455,4.760030197409634
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,False,4.560029756289291,4.860029658404407,,
C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,False,,,5.660032085297399,
C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,False,,,4.810029897405945,
CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,False,4.610029886099158,4.610029886099158,,
C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@@H]4CC[C@@H]([C@H](O4)C)N(C)C,False,,,,4.760030197409634
CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,False,,,4.198864633756791,
CCO[C@H]1[C@@H]([C@H]([C@H](O1)C(COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O,False,,5.060031709448664,4.410030303250599,5.010029874726081
C1CC[N+]2(C1)[C@@H]3CC[C@H]2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-],False,,,5.310025555333226,4.810029897405945
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,False,4.1376491426803845,4.973840473403413,4.810029897405945,4.898838551207488
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,False,4.175987475076198,4.451706419794678,5.051704426973,
C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl,False,4.760030197409634,4.810029897405945,5.810032701648728,5.160031997995545
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,False,4.810029897405945,4.510030276850633,5.160031997995545,
CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,False,,4.710029980825098,,5.760025198883063
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O,False,,,4.510030276850633,5.460033632003287
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,False,,4.810029897405945,,4.810029897405945
CCCCCCCC/C=C\CCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,False,4.610029886099158,5.710032208313266,4.9100313379205005,5.410028070483141
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,False,4.610029886099158,5.8600265120155415,,6.659952682338607
COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,False,,,5.548858579207237,
CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,False,,4.810029897405945,,
